x, y
2.205622932745314, 0.7882689556509299
2.2326350606394705, 0.7324749642346209
2.267364939360529, 0.6251788268955651
2.282800441014333, 0.5493562231759657
2.282800441014333, 0.49213161659513593
2.2943770672546857, 0.413447782546495
2.3291069459757443, 0.2989985693848355
2.356119073869901, 0.2246065808297568
2.398566703417861, 0.1530758226037196
2.4988974641675856, 0.09585121602288985
2.6146637265711137, 0.07439198855507868
2.769018743109151, 0.05436337625178827
3.0391400220507165, 0.04148783977110157
3.266813671444322, 0.034334763948497854
3.5369349503858873, 0.031473533619456366
3.729878721058434, 0.02861230329041488
2.093715545755237, 0.8726752503576538
1.9470782800441013, 0.9256080114449213
1.7657111356119073, 0.9613733905579399
3.8919514884233735, 0.02575107296137339
